apple_slice,manual_label,bitterpit,holes,rot,calix,stem,bruises,core,browning,normal,background,unannotated
31312_440,False,39,0,0,0,0,6,20323,0,632602,291814,0
31312_441,False,0,0,40,0,0,41,20473,0,635050,289180,0
31312_442,False,3,0,65,0,0,36,20716,0,634732,289232,0
31312_443,False,78,0,8,0,0,0,20444,0,635579,288675,0
31312_444,False,1,0,0,0,0,35,20619,0,632991,291138,0
31312_445,False,0,0,13,0,0,19,20235,0,635267,289250,0
31312_446,False,0,0,1,0,0,142,20205,0,635855,288581,0
31312_447,False,71,0,15,0,0,95,20168,0,635815,288620,0
31312_448,False,0,0,0,0,0,52,20559,0,635152,289021,0
31312_449,False,87,0,0,0,0,34,20575,0,637705,286383,0
31312_450,False,10,0,0,0,10,0,20712,0,640807,283245,0
31312_451,False,15,0,0,0,0,52,21020,0,638678,285019,0
31312_452,False,7,0,47,0,3,76,20991,0,636794,286866,0
31312_453,False,19,0,0,0,0,47,20827,0,636436,287455,0
31312_454,False,0,0,5,0,67,43,20730,0,636092,287847,0
31312_455,False,0,0,10,0,0,50,20634,0,636964,287126,0
31312_456,False,0,0,11,0,0,37,20466,0,637126,287144,0
31312_457,False,0,0,5,0,0,39,20491,0,637662,286587,0
31312_458,False,67,17,21,0,0,36,20315,0,639948,284380,0
31312_459,False,25,2,105,0,0,114,20476,0,639566,284496,0
31312_460,False,228,0,17,0,0,62,20175,0,639080,285222,0
31312_461,False,38,0,114,0,0,65,20026,0,638977,285564,0
31312_462,False,0,0,80,0,0,77,19751,0,640804,284072,0
31312_463,False,10,0,19,0,0,62,19660,0,640172,284861,0
31312_464,False,5,0,32,0,4,75,19623,0,639691,285354,0
31312_465,False,54,0,11,0,0,43,19759,0,639310,285607,0
31312_466,False,74,0,0,0,0,15,19675,0,641237,283783,0
31312_467,False,31,0,5,0,0,53,19336,0,641517,283842,0
31312_468,False,0,0,0,0,0,54,19474,0,642458,282798,0
31312_469,False,0,0,0,0,0,9,19156,0,640609,285010,0
31312_470,False,0,0,50,0,1,53,19085,0,641269,284326,0
31312_471,False,0,0,66,0,0,60,18733,0,641154,284771,0
31312_472,False,63,0,32,0,0,55,18873,0,641954,283807,0
31312_473,False,207,0,0,0,17,42,18620,0,643303,282595,0
31312_474,False,208,0,19,0,23,24,18346,0,644372,281792,0
31312_475,False,169,0,17,0,0,22,18096,39,642882,283559,0
31312_476,False,9,0,33,0,0,34,17870,0,643050,283788,0
31312_477,False,311,0,0,0,0,119,18169,0,643759,282426,0
31312_478,False,63,0,0,0,40,49,17475,0,643615,283542,0
31312_479,False,39,0,0,0,31,10,17060,0,643874,283770,0
31312_480,False,365,0,0,0,18,51,16987,0,643956,283407,0
31312_481,False,185,0,0,0,47,80,17473,0,645632,281367,0
31312_482,False,172,0,0,0,114,89,17066,0,644718,282625,0
31312_483,False,63,0,10,0,85,70,16761,0,645247,282548,0
31312_484,False,298,0,0,0,12,88,16448,0,645156,282782,0
31312_485,False,227,0,0,0,64,51,16327,0,645601,282514,0
31312_486,False,166,0,0,0,50,28,15790,0,646098,282652,0
31312_487,False,19,0,0,0,63,57,15828,0,646663,282154,0
31312_488,False,52,0,0,0,7,16,15487,0,648284,280938,0
31312_489,False,245,0,0,0,57,8,15390,0,647005,282079,0
31312_490,False,133,0,3,0,57,57,15098,0,646253,283183,0
31312_491,False,151,0,0,0,92,42,14771,0,647049,282679,0
31312_492,False,259,0,0,0,108,15,14666,0,647566,282170,0
31312_493,False,190,0,0,0,114,106,14523,0,648653,281198,0
31312_494,False,150,0,50,0,121,62,14268,0,647806,282327,0
31312_495,False,24,0,0,0,26,31,14134,0,646736,283833,0
31312_496,False,82,0,3,0,61,28,13719,0,646714,284177,0
31312_497,False,58,0,52,0,8,98,13578,0,645332,285658,0
31312_498,False,308,0,0,0,15,46,13126,0,650592,280697,0
31312_499,False,38,0,12,0,101,47,12310,0,647466,284810,0
31312_500,False,100,0,0,0,95,2,11933,0,649157,283497,0
31312_501,False,112,0,0,0,91,85,11943,0,648246,284307,0
31312_502,False,38,0,0,0,80,93,11609,0,648275,284689,0
31312_503,False,0,0,0,0,140,48,10983,0,647912,285701,0
31312_504,False,0,0,0,0,68,0,10620,0,648742,285354,0
31312_505,False,0,0,0,0,130,8,10563,0,647332,286751,0
31312_506,False,0,0,0,0,119,29,10220,0,648436,285980,0
31312_507,False,60,0,6,0,152,9,10178,0,648247,286132,0
31312_508,False,0,0,26,0,160,26,9774,0,649722,285076,0
31312_509,False,0,0,58,0,112,53,9267,0,649791,285503,0
31312_510,False,0,0,68,0,147,80,9239,0,648736,286514,0
31312_511,False,0,0,0,0,87,76,8816,0,650321,285484,0
31312_512,False,0,1,0,0,45,43,8215,0,648023,288457,0
31312_513,False,0,0,0,0,65,61,8055,0,648489,288114,0
31312_514,False,7,15,19,0,139,66,8343,0,649950,286245,0
31312_515,False,4,0,0,0,142,99,7757,0,649485,287297,0
31312_516,False,58,0,1,0,0,1,7011,0,647973,289740,0
31312_517,False,0,0,1,0,20,77,6366,0,648266,290054,0
31312_518,False,0,0,64,0,89,25,6232,0,648756,289618,0
31312_519,False,0,0,0,0,74,50,5936,0,648812,289912,0
31312_520,False,0,0,0,0,20,22,5395,0,648231,291116,0
31312_521,False,0,0,0,0,128,33,5101,0,647861,291661,0
31312_522,False,0,0,0,0,91,43,5054,0,646248,293348,0
31312_523,False,0,0,0,0,8,16,5165,0,647368,292227,0
31312_524,False,0,0,0,0,42,37,4587,0,648825,291293,0
31312_525,False,0,29,0,0,72,16,4506,0,646537,293624,0
31312_526,False,0,0,0,0,27,1,4138,0,650466,290152,0
31312_527,False,0,0,0,0,0,47,3960,0,647316,293461,0
31312_528,False,0,0,0,0,0,64,3640,0,645657,295423,0
31312_529,False,0,0,0,0,17,88,3660,0,646663,294356,0
31312_530,False,0,0,0,0,54,112,3237,0,645717,295664,0
31312_531,False,0,0,0,0,0,109,2775,0,645035,296865,0
31312_532,False,0,4,15,0,23,63,2555,0,645169,296955,0
31312_533,False,0,0,0,0,35,50,2307,0,644766,297626,0
31312_534,False,0,0,0,0,9,35,2504,0,644072,298164,0
31312_535,False,0,2,0,0,0,40,2409,0,642776,299557,0
31312_536,False,49,0,0,0,0,101,1692,0,644916,298026,0
31312_537,False,0,0,21,0,4,92,1438,0,642904,300325,0
31312_538,False,0,0,0,0,23,49,1494,0,643870,299348,0
31312_539,False,0,0,0,0,51,16,1264,0,642370,301083,0
31312_540,False,0,0,0,0,0,66,1142,0,641464,302112,0
31312_541,False,0,0,0,0,1,1,1017,0,641150,302615,0
31312_542,False,0,0,0,0,0,69,977,0,641636,302102,0
31312_543,False,0,0,0,0,9,15,712,0,640359,303689,0
31312_544,False,0,0,0,0,0,64,464,0,640326,303930,0
31312_545,False,13,0,0,0,8,11,908,0,641409,302435,0
31312_546,False,0,0,0,0,31,15,1114,0,638735,304889,0
31312_547,False,0,0,0,0,28,18,687,0,638072,305979,0
31312_548,False,0,0,0,0,120,17,598,0,638122,305927,0
31312_549,False,0,0,0,0,35,19,808,0,638357,305565,0
31312_550,False,0,0,0,0,0,34,676,0,636059,308015,0
31312_551,False,0,0,0,0,0,73,634,0,635042,309035,0
31312_552,False,0,0,0,0,0,107,647,0,634836,309194,0
31312_553,False,0,0,0,0,0,237,817,0,635795,307935,0
31312_554,False,0,0,0,0,0,252,849,0,634859,308824,0
31312_555,False,0,0,0,0,0,234,775,0,633616,310159,0
31312_556,False,0,0,0,0,0,240,994,0,632007,311543,0
31312_557,False,0,0,0,0,0,217,865,0,630354,313348,0
31312_558,False,0,0,0,0,0,253,1225,0,630519,312787,0
31312_559,False,0,0,0,0,0,279,1059,0,629726,313720,0
31312_560,False,284,0,0,0,0,321,912,0,628951,314316,0
31312_561,False,0,0,11,0,0,356,1535,5,627993,314884,0
31312_562,False,0,0,0,0,0,373,948,126,627982,315355,0
31312_563,False,44,0,10,0,0,401,1262,0,627684,315383,0
31312_564,False,143,0,23,0,0,435,1050,0,625868,317265,0
31312_565,False,5,0,0,0,0,461,1106,0,625641,317571,0
31312_566,False,10,0,0,0,0,484,1775,4,623251,319260,0
31312_567,False,0,0,0,0,0,496,1891,0,622213,320184,0
31312_568,False,0,0,0,0,0,513,2344,0,620248,321679,0
31312_569,False,0,0,0,0,0,512,2743,0,619149,322380,0
31312_570,False,0,0,0,0,0,555,2648,0,620054,321527,0
31312_571,False,0,0,0,0,0,561,2242,0,619499,322482,0
31312_572,False,0,0,0,0,0,563,1473,0,618282,324466,0
31312_573,False,0,0,0,0,0,537,767,0,617332,326148,0
31312_574,False,0,0,0,0,0,554,512,0,616945,326773,0
31312_575,False,0,0,0,0,0,519,752,0,616935,326578,0
31312_576,False,0,0,0,0,0,529,646,0,615901,327708,0
31312_577,False,0,0,0,0,0,511,400,0,614838,329035,0
31312_578,False,0,0,0,0,0,498,382,0,613502,330402,0
31312_579,False,0,0,0,0,0,547,332,0,613019,330886,0
31312_580,False,0,0,0,0,0,545,378,0,612960,330901,0
31312_581,False,0,0,0,0,0,566,749,0,613637,329832,0
31312_582,False,0,0,0,0,0,563,413,0,611876,331932,0
31312_583,False,0,0,0,0,0,555,497,0,610595,333137,0
31312_584,False,0,0,0,0,0,595,491,0,609460,334238,0
31312_585,False,0,0,0,0,0,601,578,0,610037,333568,0
31312_586,False,0,0,0,0,0,576,279,0,608120,335809,0
31312_587,False,0,0,0,0,0,566,252,0,606220,337746,0
31312_588,False,0,0,0,0,0,501,126,0,604869,339288,0
31312_589,False,0,0,0,0,0,441,334,0,603767,340242,0
31312_590,False,0,0,0,0,0,454,144,0,603731,340455,0
31312_591,False,0,0,0,0,0,411,388,0,603093,340892,0
31312_592,False,0,0,0,0,0,206,114,0,601735,342729,0
31312_593,False,0,0,0,0,0,111,35,0,600848,343790,0
31312_594,False,0,0,0,0,0,0,64,0,599450,345270,0
31312_595,False,0,0,0,0,0,0,81,0,598730,345973,0
31312_596,False,0,0,0,0,0,0,0,0,598191,346593,0
31312_597,False,0,0,0,0,0,0,72,0,597222,347490,0
31312_598,False,0,0,0,0,0,0,7,0,596154,348623,0
31312_599,False,0,0,0,0,0,0,1,0,595399,349384,0
31312_600,False,0,0,0,0,0,0,3,0,593889,350892,0
31312_601,False,0,0,0,0,0,0,17,0,593538,351229,0
31312_602,False,0,0,0,0,0,0,0,0,591952,352832,0
31312_603,False,0,0,0,0,0,0,2,0,591060,353722,0
31312_604,False,0,0,0,0,0,127,13,0,589764,354880,0
31312_605,False,0,0,0,0,0,122,0,0,588786,355876,0
31312_606,False,0,0,0,0,0,129,0,0,587410,357245,0
31312_607,False,0,0,0,0,0,113,0,0,586709,357962,0
31312_608,False,0,0,0,0,0,140,0,0,586281,358363,0
31312_609,False,0,0,0,0,0,167,0,0,585258,359359,0
31312_610,False,0,0,0,0,0,199,0,0,583573,361012,0
31312_611,False,0,0,0,0,0,224,0,0,582629,361931,0
31312_612,False,0,0,0,0,0,230,0,0,582350,362204,0
31312_613,False,0,0,0,0,0,247,0,0,581023,363514,0
31312_614,False,0,0,0,0,0,243,0,0,579516,365025,0
31312_615,False,0,0,0,0,0,245,0,0,578887,365652,0
31312_616,False,0,0,0,0,0,265,0,0,577842,366677,0
31312_617,False,0,0,0,0,0,268,0,0,576826,367690,0
31312_618,False,0,0,0,0,0,282,0,0,575762,368740,0
31312_619,False,0,0,0,0,0,307,0,0,574330,370147,0
31312_620,False,0,0,0,0,0,290,0,0,573241,371253,0
31312_621,False,0,0,0,0,0,274,0,0,572069,372441,0
31312_622,False,0,0,0,0,0,265,0,0,571276,373243,0
31312_623,False,0,0,0,0,0,251,0,0,569773,374760,0
31312_624,False,0,0,0,0,4,247,0,0,568770,375763,0
31312_625,False,0,0,0,0,0,197,0,0,568062,376525,0
31312_626,False,0,0,0,0,0,164,0,0,566742,377878,0
31312_627,False,0,0,0,0,0,107,0,0,565065,379612,0
31312_628,False,0,0,0,0,0,55,0,0,564168,380561,0
31312_629,False,0,0,0,0,0,47,0,0,563354,381383,0
31312_630,False,0,0,0,0,0,0,0,0,562269,382515,0
31312_631,False,0,0,0,0,0,0,0,0,560900,383884,0
31312_632,False,0,0,0,0,98,0,17,0,559529,385140,0
31312_633,False,0,0,0,0,2,0,194,0,557862,386726,0
31312_634,False,0,0,0,0,0,0,983,0,556298,387503,0
31312_635,False,0,0,0,0,0,0,547,0,554926,389311,0
31312_636,False,0,0,0,0,0,0,993,0,553581,390210,0
31312_637,False,0,0,0,0,77,0,350,0,553386,390971,0
31312_638,False,0,0,0,0,507,0,227,0,551922,392128,0
31312_639,False,0,0,0,0,406,0,706,0,549724,393948,0
31312_640,False,0,0,0,0,167,0,1074,0,547903,395640,0
31312_641,False,0,0,0,0,220,0,1337,0,546467,396760,0
31312_642,False,0,0,0,0,116,0,1566,0,545192,397910,0
31312_643,False,0,0,0,0,885,0,578,0,544645,398676,0
31312_644,False,0,0,0,0,738,0,373,0,543216,400457,0
31312_645,False,6,0,0,0,520,0,550,0,541990,401718,0
31312_646,False,0,0,0,0,637,0,522,0,540169,403456,0
31312_647,False,0,0,0,0,608,0,307,0,538830,405039,0
31312_648,False,0,0,0,0,996,0,400,0,536968,406420,0
31312_649,False,0,0,0,0,1264,0,117,0,536044,407359,0
31312_650,False,0,0,0,0,1165,0,257,0,534349,409013,0
31312_651,False,0,0,0,0,1276,0,160,0,532996,410352,0
31312_652,False,0,0,0,0,1174,0,1091,0,530998,411521,0
31312_653,False,0,0,0,0,1291,12,1008,0,529780,412693,0
31312_654,False,0,0,0,0,1379,128,171,0,528133,414973,0
31312_655,False,0,0,0,0,1361,123,76,0,526657,416567,0
31312_656,False,0,0,0,0,1264,140,138,0,525063,418179,0
31312_657,False,0,0,0,0,1223,164,364,0,523491,419542,0
31312_658,False,0,0,0,0,1179,153,40,0,521880,421532,0
31312_659,False,0,0,0,0,1105,125,157,0,520897,422500,0
31312_660,False,0,0,0,0,1047,162,0,0,519236,424339,0
31312_661,False,0,0,0,0,988,204,0,0,517674,425918,0
31312_662,False,0,0,0,0,933,263,11,0,516406,427171,0
31312_663,False,0,0,0,0,896,251,292,0,514757,428588,0
31312_664,False,31,0,0,64,772,259,162,0,512926,430570,0
31312_665,False,31,0,0,93,737,297,175,0,512096,431355,0
31312_666,False,0,0,0,17,710,253,1005,11,510149,432639,0
31312_667,False,0,0,0,63,680,221,109,0,508844,434867,0
31312_668,False,0,0,0,14,682,260,371,0,507029,436428,0
31312_669,False,0,0,0,20,502,265,722,0,505440,437835,0
31312_670,False,0,0,0,29,575,238,386,0,503714,439842,0
31312_671,False,0,0,0,7,616,270,516,0,501791,441584,0
31312_672,False,0,0,0,11,578,228,1936,0,500252,441779,0
31312_673,False,0,0,0,0,499,459,2249,0,498625,442952,0
31312_674,False,0,0,0,1,422,554,2680,0,497063,444064,0
31312_675,False,0,0,0,15,513,644,1923,0,494930,446759,0
31312_676,False,0,0,0,0,80,706,4201,0,492606,447191,0
31312_677,False,0,0,0,20,575,701,1524,0,491875,450089,0
31312_678,False,0,0,0,2,473,660,2483,0,489805,451361,0
31312_679,False,0,0,0,18,572,653,1243,0,487819,454479,0
31312_680,False,0,0,0,6,601,662,867,0,486066,456582,0
31312_681,False,0,0,0,2,512,784,2310,0,483887,457289,0
31312_682,False,0,0,0,0,240,793,3434,0,482321,457996,0
31312_683,False,0,0,0,17,472,786,1968,0,481037,460504,0
31312_684,False,0,0,0,7,383,789,1634,0,478265,463706,0
31312_685,False,0,0,0,0,0,891,4077,0,476950,462866,0
31312_686,False,0,0,0,0,0,836,4033,0,474708,465207,0
31312_687,False,0,0,0,0,0,857,5897,0,472658,465372,0
31312_688,False,0,0,0,0,0,838,4610,0,470907,468429,0
31312_689,False,0,0,0,0,0,844,4951,0,469542,469447,0
31312_690,False,0,0,0,0,0,846,6196,0,467671,470071,0
31312_691,False,0,0,0,0,0,841,6294,0,465135,472514,0
31312_692,False,0,0,0,0,0,817,6651,0,463171,474145,0
31312_693,False,0,0,0,0,0,732,6971,0,461345,475736,0
31312_694,False,0,0,0,0,0,735,6888,0,459675,477486,0
31312_695,False,0,0,0,0,0,774,5661,0,457122,481227,0
31312_696,False,0,0,0,0,0,728,6188,0,455204,482664,0
31312_697,False,0,0,0,0,0,721,6953,0,452958,484152,0
31312_698,False,0,0,0,0,0,737,6821,0,450589,486637,0
31312_699,False,0,0,0,0,0,736,7663,0,448791,487594,0
31312_700,False,0,0,0,0,0,799,8136,0,446901,488948,0
31312_701,False,0,0,0,0,0,781,8160,0,444732,491111,0
31312_702,False,0,0,0,0,0,763,7603,0,443163,493255,0
31312_703,False,0,0,0,0,0,759,8366,0,441320,494339,0
31312_704,False,0,0,0,0,0,710,8767,0,438894,496413,0
31312_705,False,0,0,0,0,0,662,9031,0,436756,498335,0
31312_706,False,0,0,0,0,0,682,8812,0,434715,500575,0
31312_707,False,0,0,0,0,0,680,7687,0,432865,503552,0
31312_708,False,0,0,0,0,0,697,7936,0,430749,505402,0
31312_709,False,0,0,0,0,0,689,8463,0,428382,507250,0
31312_710,False,0,0,0,0,0,686,9564,0,425996,508538,0
31312_711,False,0,0,0,0,0,676,10065,0,423657,510386,0
31312_712,False,0,0,0,0,0,654,10717,0,420983,512430,0
31312_713,False,0,0,0,0,0,585,11096,0,418985,514118,0
31312_714,False,0,0,0,0,0,562,10574,0,416840,516808,0
31312_715,False,0,0,0,0,0,537,9118,0,414485,520644,0
31312_716,False,0,0,0,0,0,513,10102,0,411760,522409,0
31312_717,False,0,0,0,0,0,463,11561,0,408834,523926,0
31312_718,False,0,0,0,0,0,454,11942,0,406712,525676,0
31312_719,False,0,0,0,0,0,440,10866,0,404585,528893,0
31312_720,False,15,0,0,0,0,417,12170,2,401755,530425,0
31312_721,False,0,0,0,0,0,371,12432,0,399862,532119,0
31312_722,False,0,0,0,0,0,281,11616,0,398080,534807,0
31312_723,False,0,0,0,0,0,149,11254,0,396047,537334,0
31312_724,False,0,0,0,0,0,0,12127,0,393236,539421,0
31312_725,False,0,0,0,0,0,0,13389,0,390397,540998,0
31312_726,False,0,0,0,0,0,0,12958,0,388249,543577,0
31312_727,False,0,0,0,0,0,0,14598,34,385165,544987,0
31312_728,False,0,0,0,0,0,0,14816,37,382186,547745,0
31312_729,False,0,0,0,0,0,0,15282,0,379394,550108,0
31312_730,False,0,0,0,0,0,0,15618,0,377176,551990,0
31312_731,False,0,0,0,0,0,0,14941,0,375063,554780,0
31312_732,False,0,0,0,0,0,0,14501,0,372872,557411,0
31312_733,False,0,0,0,0,0,0,14968,0,369888,559928,0
31312_734,False,0,0,0,0,0,0,16220,0,366319,562245,0
31312_735,False,0,0,0,0,0,0,14752,0,363809,566223,0
31312_736,False,0,0,0,0,0,0,15451,0,361063,568270,0
31312_737,False,0,0,0,0,0,0,15024,0,358651,571109,0
31312_738,False,0,0,0,0,0,0,14158,0,355986,574640,0
31312_739,False,0,0,0,0,0,0,15152,0,353207,576425,0
31312_740,False,0,0,0,0,0,0,14338,0,350140,580306,0
31312_741,False,0,0,0,0,0,0,14851,0,347362,582571,0
31312_742,False,0,0,0,0,0,0,15558,0,344300,584926,0
31312_743,False,0,0,0,0,0,0,15715,0,341661,587408,0
31312_744,False,0,0,0,0,0,0,15089,0,338718,590977,0
31312_745,False,0,0,0,0,0,0,15097,0,335729,593958,0
31312_746,False,0,0,0,0,0,0,15792,0,331350,597642,0
31312_747,False,0,0,0,0,0,0,13911,0,324879,605994,0
31312_748,False,0,0,0,0,0,0,15818,4,312632,616330,0
31312_749,False,0,0,0,0,0,0,16600,0,299504,628680,0
31312_750,False,0,0,0,0,0,0,15946,0,283383,645455,0
31312_751,False,0,0,0,0,0,0,16877,2593,254674,670640,0
31312_752,False,33,0,0,0,0,1,17077,1182,228516,697975,0
31312_753,False,110,2,31,0,0,3,16881,274,205513,721970,0
31312_754,False,83,97,90,0,0,15,15826,980,179231,748462,0
31312_755,False,144,231,159,0,0,55,15145,298,151136,777616,0
31312_756,False,301,515,153,0,0,0,15530,366,126189,801730,0
31312_757,False,611,413,194,0,0,3,16073,1236,108509,817745,0
31312_758,False,616,304,411,0,0,26,18481,2490,91737,830719,0
31312_759,False,242,190,296,0,0,49,20553,4223,78074,841157,0
31312_760,False,63,247,218,0,0,337,26460,8244,66815,842400,0
31312_761,False,52,215,280,0,0,296,34586,17072,57342,834941,0
31312_762,False,79,272,251,0,0,169,36461,17866,50598,839088,0
31312_763,False,63,568,35,0,0,2,31114,14098,43368,855536,0
31312_764,False,10,654,0,0,0,5,26977,6115,32952,878071,0
31312_765,False,7,1373,0,0,0,91,20024,4354,25634,893301,0
31313_090,False,148,0,0,0,0,567,0,0,48376,895693,0
31313_091,False,140,0,0,0,0,273,0,0,50655,893716,0
31313_092,False,75,0,0,0,0,313,0,0,52614,891782,0
31313_093,False,0,0,0,0,0,486,0,0,54507,889791,0
31313_094,False,0,0,11,0,0,573,0,0,57016,887184,0
31313_095,False,146,0,0,3,0,252,0,0,60049,884334,0
31313_096,False,56,0,0,0,0,341,27,7,63434,880919,0
31313_097,False,0,0,0,0,0,985,33,45,65904,877817,0
31313_098,False,340,0,0,0,0,670,0,0,69248,874526,0
31313_099,False,88,0,0,0,0,606,0,0,72671,871419,0
31313_100,False,27,0,0,0,0,643,0,0,75684,868430,0
31313_101,False,0,0,0,0,0,548,0,0,78793,865443,0
31313_102,False,0,0,0,0,0,636,0,0,82020,862128,0
31313_103,False,0,0,0,0,0,592,0,0,85078,859114,0
31313_104,False,0,0,0,0,0,554,0,0,88067,856163,0
31313_105,False,0,0,0,0,0,573,3,0,90587,853621,0
31313_106,False,0,0,0,0,0,412,0,0,93514,850858,0
31313_107,False,82,0,0,0,0,314,0,0,96655,847733,0
31313_108,False,0,0,0,0,0,383,0,0,98924,845477,0
31313_109,False,0,0,0,0,0,464,0,0,101094,843226,0
31313_110,False,0,0,0,0,0,487,0,0,103787,840510,0
31313_111,False,0,0,0,0,0,410,0,0,106048,838326,0
31313_112,False,0,0,0,0,0,572,1,0,108512,835699,0
31313_113,False,0,0,0,1,0,686,58,0,111653,832386,0
31313_114,False,0,0,0,0,0,848,19,0,114467,829450,0
31313_115,False,0,0,0,0,0,898,48,0,117739,826099,0
31313_116,False,0,0,0,0,0,987,3,0,120321,823473,0
31313_117,False,0,0,0,0,0,987,12,0,123237,820548,0
31313_118,False,0,0,0,0,0,821,0,0,126436,817527,0
31313_119,False,1,0,0,0,2,666,0,0,130717,813398,0
31313_120,False,2,0,0,0,0,682,0,0,134440,809660,0
31313_121,False,41,0,0,32,0,559,0,0,138339,805813,0
31313_122,False,0,0,0,69,0,613,0,0,141657,802445,0
31313_123,False,23,0,0,22,0,766,0,0,144502,799471,0
31313_124,False,0,0,0,5,0,976,0,0,147742,796061,0
31313_125,False,0,0,0,168,0,1399,0,0,150660,792557,0
31313_126,False,0,0,0,23,0,1491,0,0,153668,789602,0
31313_127,False,0,0,0,17,0,1401,0,0,156995,786371,0
31313_128,False,0,0,0,0,0,1427,0,0,161024,782333,0
31313_129,False,0,0,0,2,0,1404,0,0,165055,778323,0
31313_130,False,91,0,13,0,0,1241,0,0,169302,774137,0
31313_131,False,0,0,0,0,0,1420,0,0,172385,770979,0
31313_132,False,91,0,0,2,0,1359,0,0,175889,767443,0
31313_133,False,15,0,360,0,0,1160,0,0,178950,764299,0
31313_134,False,10,0,217,0,0,962,0,0,182225,761370,0
31313_135,False,0,0,353,34,0,888,0,0,185162,758347,0
31313_136,False,0,0,681,85,0,908,0,0,188264,754846,0
31313_137,False,14,0,97,115,13,884,0,0,191720,751941,0
31313_138,False,0,0,0,350,2,739,0,0,194167,749526,0
31313_139,False,0,0,0,448,0,662,0,0,197192,746482,0
31313_140,False,0,0,0,559,0,574,0,0,200298,743353,0
31313_141,False,56,0,0,837,0,296,0,0,203321,740274,0
31313_142,False,0,0,0,838,0,12,0,0,206557,737377,0
31313_143,False,0,0,0,913,0,0,0,0,208987,734884,0
31313_144,False,0,0,0,834,0,0,0,0,211875,732075,0
31313_145,False,0,0,0,660,0,0,0,0,213737,730387,0
31313_146,False,0,0,0,763,0,0,0,0,216352,727669,0
31313_147,False,0,0,8,812,0,0,0,0,219187,724777,0
31313_148,False,0,0,0,803,0,0,0,0,221409,722572,0
31313_149,False,0,0,0,1097,0,0,0,0,223800,719887,0
31313_150,False,0,0,0,1286,0,0,0,0,226162,717336,0
31313_151,False,0,0,0,1259,0,35,0,0,228998,714492,0
31313_152,False,0,0,0,1363,0,96,0,0,230990,712335,0
31313_153,False,0,0,0,1372,16,124,0,0,233940,709332,0
31313_154,False,0,0,0,1390,8,228,0,0,236005,707153,0
31313_155,False,0,0,0,1701,1,231,0,0,238056,704795,0
31313_156,False,0,0,0,1833,0,280,225,0,240171,702275,0
31313_157,False,21,0,1,1855,0,292,316,0,242800,699499,0
31313_158,False,1,0,2,1767,0,592,0,0,244959,697463,0
31313_159,False,0,0,0,1860,19,563,173,0,247245,694924,0
31313_160,False,34,0,0,1762,0,562,67,0,249724,692635,0
31313_161,False,1,0,13,1672,0,574,0,0,251782,690742,0
31313_162,False,44,0,5,1490,0,629,19,0,253650,688947,0
31313_163,False,94,0,18,1372,0,787,60,0,255996,686457,0
31313_164,False,151,0,25,1276,0,716,226,0,258146,684244,0
31313_165,False,78,0,3,1329,67,985,0,0,259952,682370,0
31313_166,False,377,0,10,1226,59,1084,41,0,261516,680471,0
31313_167,False,433,0,8,1031,0,1066,0,0,264693,677553,0
31313_168,False,622,3,355,990,0,1194,49,0,266930,674641,0
31313_169,False,975,0,428,428,0,1291,0,0,268365,673297,0
31313_170,False,912,0,131,404,0,1214,22,0,270634,671467,0
31313_171,False,544,0,9,304,0,1305,0,0,273198,669424,0
31313_172,False,318,0,3,241,0,1402,0,0,274677,668143,0
31313_173,False,225,0,0,183,0,1445,0,0,276645,666286,0
31313_174,False,29,0,7,158,3,1518,0,0,278865,664204,0
31313_175,False,20,0,1,116,0,1551,0,0,280333,662763,0
31313_176,False,0,0,0,130,0,1646,0,0,282734,660274,0
31313_177,False,0,0,0,137,0,1683,0,0,284099,658865,0
31313_178,False,0,0,0,0,0,1688,0,0,285571,657525,0
31313_179,False,0,0,0,0,0,1695,0,0,287748,655341,0
31313_180,False,0,0,0,23,0,1608,0,0,290121,653032,0
31313_181,False,0,0,0,1,0,1529,0,0,291923,651331,0
31313_182,False,0,0,0,18,0,1624,0,0,293090,650052,0
31313_183,False,0,0,0,9,0,1520,0,0,294851,648404,0
31313_184,False,0,0,0,0,0,1258,0,0,296750,646776,0
31313_185,False,0,0,0,0,0,1387,0,0,298079,645318,0
31313_186,False,0,0,6,0,0,1421,0,0,299792,643565,0
31313_187,False,10,0,0,0,0,1629,0,0,301454,641691,0
31313_188,False,0,0,1,0,0,1585,0,0,303598,639600,0
31313_189,False,0,0,0,0,0,1628,0,0,305339,637817,0
31313_190,False,0,0,0,0,0,1717,0,0,307228,635839,0
31313_191,False,0,0,0,0,0,1537,0,0,308950,634297,0
31313_192,False,0,0,0,0,0,1567,0,0,310544,632673,0
31313_193,False,0,0,0,0,0,1632,0,0,312586,630566,0
31313_194,False,0,0,0,0,0,1466,13,0,314353,628952,0
31313_195,False,0,0,0,0,0,1554,0,0,315793,627437,0
31313_196,False,0,0,0,0,0,1458,0,0,317681,625645,0
31313_197,False,0,0,0,0,0,1529,0,0,319233,624022,0
31313_198,False,0,0,0,45,0,1509,0,0,321148,622082,0
31313_199,False,0,0,0,46,0,1443,0,0,323052,620243,0
31313_200,False,12,0,0,0,0,895,22,1,324788,619066,0
31313_201,False,25,0,0,0,0,653,23,0,327139,616944,0
31313_202,False,18,0,0,0,0,309,0,0,328763,615694,0
31313_203,False,64,0,0,0,0,144,0,0,330434,614142,0
